BENCHMARK;STAT;RES;EXIT;CPU[s];SPACE[MB]
cvc4_default/syntax_a-verify_inv_bvsge_bvashr0_4bit14.smt2;ok;20;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvashr0_4bit15.smt2;ok;20;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvashr0_4bit16.smt2;ok;20;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvashr0_4bit17.smt2;ok;20;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvashr0_4bit18.smt2;ok;20;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvashr0_4bit19.smt2;ok;20;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvashr0_4bit20.smt2;ok;20;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvashr0_4bit21.smt2;ok;20;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvashr0_4bit22.smt2;ok;20;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvashr0_4bit23.smt2;ok;20;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvashr0_4bit24.smt2;ok;20;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvashr0_4bit25.smt2;ok;20;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvashr0_4bit26.smt2;ok;20;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvashr0_4bit27.smt2;ok;20;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvashr0_4bit28.smt2;ok;20;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvashr0_4bit29.smt2;ok;20;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvashr0_4bit30.smt2;ok;20;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvashr0_4bit31.smt2;ok;20;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvashr0_4bit4.smt2;ok;20;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvashr0_4bit5.smt2;ok;20;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvashr0_4bit6.smt2;ok;20;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvashr0_4bit7.smt2;ok;20;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvashr0_4bit8.smt2;ok;20;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvashr0_4bit9.smt2;ok;20;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvlshr0_4bit10.smt2;ok;10;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvlshr0_4bit11.smt2;ok;10;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvlshr0_4bit12.smt2;ok;10;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvlshr0_4bit13.smt2;ok;10;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvlshr0_4bit14.smt2;ok;10;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvlshr0_4bit15.smt2;ok;10;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvlshr0_4bit16.smt2;ok;10;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvlshr0_4bit17.smt2;ok;10;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvlshr0_4bit18.smt2;ok;10;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvlshr0_4bit19.smt2;ok;10;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvlshr0_4bit20.smt2;ok;10;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvlshr0_4bit21.smt2;ok;10;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvlshr0_4bit22.smt2;ok;10;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvlshr0_4bit23.smt2;ok;10;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvlshr0_4bit24.smt2;ok;10;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvlshr0_4bit25.smt2;ok;10;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvlshr0_4bit26.smt2;ok;10;0;0.0;0.0
cvc4_default/syntax_a-verify_inv_bvsge_bvlshr0_4bit27.smt2;ok;10;0;0.0;0.0
